1.00E-06,-1.37E+04,-269.0085
2.00E-06,-9.06E+03,-78.9749
3.00E-06,-5.13E+03,-80.368
4.00E-06,-1.53E+03,91.2214
5.00E-06,8.11E+01,166.1759
6.00E-06,2.37E+03,247.9779
7.00E-06,4.06E+03,264.2712
8.00E-06,5.62E+03,274.9404
9.00E-06,6.62E+03,357.2274
1.00E-05,7.90E+03,288.8086
1.10E-05,9.11E+03,249.6048
1.20E-05,9.66E+03,314.0574
1.30E-05,1.09E+04,349.1625
1.40E-05,1.10E+04,337.2766
1.50E-05,1.19E+04,321.3138
